orl_id,entity_key,prospect,market,eligible,hold_reason,category,service_fit,public_portfolio,decision_maker,linkedin,instagram,official_website,official_email,official_fallback,market_message,message_template,research_state,assignment_state,contacted_proof,send_evidence,reply_state,accessed_at,source_urls
ORL-DXB-078,k-estates.com,K Estates Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Publicly documented Dubai STR division and existing inventory make complementary review plausible.,https://k-estates.com/,Unknown / unverified,,,https://k-estates.com/,,https://k-estates.com/ official business route,Public hiring source explicitly connects K Estates' holiday-homes division and existing portfolio to Dubai.,"Hi K Estates team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://k-estates.com/ | https://founditgulf.com/job/manager-holiday-homes-k-estates-dubai-united-arab-emirates-41114203
ORL-DXB-079,kennedytowers.com,Kennedy Towers,"Dubai, UAE",YES,,Dubai premium holiday-home operator,Public premium vacation-rental operator and owner route support complementary review fit.,https://www.kennedytowers.com/,Unknown / unverified,,,https://www.kennedytowers.com/,,https://www.kennedytowers.com/ official contact/booking route,Official site positions Kennedy Towers around premium villas/apartments and vacation rentals.,"Hi Kennedy Towers team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents premium Dubai vacation-rental homes. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.kennedytowers.com/
ORL-DXB-080,keyone.com,KeyOne Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Directory-verified Dubai short-stay operator with plausible complementary review fit; official catalogue needs recheck.,https://keyone.com/,Unknown / unverified,,,https://keyone.com/,,https://keyone.com/ official website/contact route,Directory identifies KeyOne as a Dubai short-stay arm within the KeyOne group.,"Hi KeyOne team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://keyone.com/ | https://holidayhomecompanies.ae
ORL-DXB-081,landhouseholidays.com,Landhouse Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home management operator,Licensed holiday-home operator with explicit short-term vacation-home leasing activity and owner management route.,https://landhouseholidays.com/,Unknown / unverified,,,https://landhouseholidays.com/,info@landhouse.ae,https://landhouseholidays.com/; info@landhouse.ae; +971 4 347 9954 published on official Landhouse page,"Official corporate page identifies the holiday-home legal entity, tourism licence and Dubai office.","Hi Landhouse team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your official group page identifies Landhouse Holiday Homes as a Dubai short-term vacation-home leasing operation. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://landhouse.ae/about-us | https://landhouseholidays.com/
ORL-DXB-082,likehome.ae,Like Home Holiday Homes & Property Management,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Official Dubai holiday-home operator with direct-booking inventory and owner-management services; complementary review plausible.,https://likehome.ae/; https://booking.likehome.ae/all-listings,Unknown / unverified,,,https://likehome.ae/,,https://likehome.ae/property-management official inquiry form; customerservice@daral zain.ae is published on official property page,Official catalogue shows multiple named Downtown Dubai homes and end-to-end pricing/operations service.,"Hi Like Home team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your official catalogue shows Downtown Dubai holiday homes and end-to-end property management. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://likehome.ae/ | https://likehome.ae/property-management | https://booking.likehome.ae/all-listings
ORL-DXB-083,luxesignatureholidayhomes.com,Luxe Signature Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home operator,Current official Dubai catalogue and owner-management service support a complementary free one-listing review.,https://luxesignatureholidayhomes.com/properties,Unknown / unverified,,,https://luxesignatureholidayhomes.com/,,https://luxesignatureholidayhomes.com/ official Contact Us route,"Official site shows current Dubai catalogue, DTCM operator positioning and JVC-focused inventory.","Hi Luxe Signature team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents a Dubai holiday-home catalogue including JVC, Marina, Downtown and Business Bay. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://luxesignatureholidayhomes.com/ | https://luxesignatureholidayhomes.com/properties | https://luxesignatureholidayhomes.com/tour
ORL-DXB-084,maideluxe.com,Mai de Luxe Vacation Homes,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,Boutique direct-booking Dubai holiday-home catalogue supports a plausible free one-listing review as complementary support; no deficiency is inferred.,https://87669_1.holidayfuture.com/,Unknown / unverified,,,http://www.maideluxe.com,service@maideluxe.com,https://book.maideluxe.com/contact-us; service@maideluxe.com; +971 50 307 8096,"Direct catalogue shows Palm Jumeirah, Dubai Marina, Downtown and JBR named stays.","Hi Mai de Luxe team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your direct-booking catalogue includes Dubai stays across Palm Jumeirah, Dubai Marina and JBR. We’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://87669_1.holidayfuture.com/ | https://book.maideluxe.com/contact-us | https://realestateclubdubai.com/business-directory/short-term-rental-holiday-home-management/mai-de-luxe | http://www.maideluxe.com
ORL-DXB-085,mapholidayrental.com,M A P Holiday Home Rentals LLC,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Visible DTCM-licensed short-term inventory and management service make a complementary free one-listing revenue review plausible; no capability gap is inferred.,https://mapholidayrental.com/PropertyDetails.aspx?id=4554,Unknown / unverified,,,https://mapholidayrental.com/,,https://mapholidayrental.com/PropertyDetails.aspx?id=4554; published +971 52 646 6092 (phone/WhatsApp),Public catalogue page shows a DTCM-licensed operator and furnished JLT short-term unit.,"Hi M A P team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We found your public furnished JLT short-term-rental listing and would be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://mapholidayrental.com/PropertyDetails.aspx?id=4554 | https://mapholidayrental.com/
ORL-DXB-086,paterhaus.com,Paterhaus,"Dubai, UAE",YES,,Dubai short-term-rental management operator,"Official Dubai short-term-rental management positioning and owner route make a complementary free one-listing review plausible, without inferring any capability gap.",https://paterhaus.com/,Unknown / unverified,,,https://paterhaus.com/,info@paterhaus.com,https://paterhaus.com/contact; info@paterhaus.com; +971 58 524 48 80; +971 50 359 57 92,Paterhaus publicly positions fully managed Dubai short-term rentals from listing and pricing through guest experience and maintenance.,"Hi Paterhaus team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site describes fully managed Dubai short-term rentals from listing and pricing through guest experience. We’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://paterhaus.com/ | https://paterhaus.com/contact
ORL-DXB-087,pera-holidayhomes.com,Pera Holiday Homes,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,Small visible licensed Dubai holiday-home catalogue is a plausible fit for a free one-listing review; no performance or capability claim is made.,https://pera-holidayhomes.com/home/results-listings,Petra Radu — CEO & Founder,,,https://pera-holidayhomes.com/,petra.radu@pera-realestate.com,https://pera-holidayhomes.com/; petra.radu@pera-realestate.com; +971 56 6111 443,Official catalogue shows named Meydan and JVC short-term apartments and identifies Petra Radu as founder.,"Hi Petra — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public Pera catalogue shows short-term apartments in Meydan and JVC. We’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://pera-holidayhomes.com/ | https://pera-holidayhomes.com/home/results-listings | https://pera-holidayhomes.com/dubai-holiday-homes-faqs
ORL-DXB-088,platiniumdubai.com,Platinium Holiday Home Rental LLC,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,Visible named Dubai holiday-home inventory and direct booking route support a plausible free one-listing review; no capability gap is inferred.,https://platiniumdubai.com/,Unknown / unverified,,,https://platiniumdubai.com/,,https://platiniumdubai.com/ (official booking/contact route),Official catalogue shows named FIVE Palm and Palm Jumeirah holiday-home stays.,"Hi Platinium team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site shows named Dubai holiday-home stays at FIVE Palm and Palm Jumeirah. We’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://platiniumdubai.com/
ORL-DXB-089,pvhdubai.com,PVH Dubai,"Dubai, UAE",YES,,Dubai short-term holiday-home operator,Current official Dubai short-term-rental positioning and direct business route make a complementary review plausible; portfolio details remain limited.,https://pvhdubai.com/,Unknown / unverified,,,https://pvhdubai.com/,,https://pvhdubai.com/; published WhatsApp/phone +971 50 508 6460,Official site positions PVH as Dubai short-term rental homes for leisure and business stays.,"Hi PVH Dubai team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site positions short-term rental homes in Dubai for leisure and business stays. We’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://pvhdubai.com/
ORL-DXB-090,restnroamdubai.ae,Rest N Roam,"Dubai, UAE",YES,,Dubai vacation-rental and holiday-home operator,Exact public company evidence proves Dubai vacation-rental and property-management activity with a direct published email; complementary review fit is plausible.,https://restnroamdubai.ae/,Unknown / unverified,https://linkedin.com/company/rest-n-roam,,https://restnroamdubai.ae/,info@restnroamdubai.ae,Official/business public route: https://linkedin.com/company/rest-n-roam; info@restnroamdubai.ae; https://restnroamdubai.ae/,The exact public profile explicitly distinguishes Rest N Roam's vacation/holiday-home rentals and short-term Dubai stays.,"Hi Rest N Roam team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public company profile describes Dubai vacation and holiday-home rentals for leisure and business stays. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://linkedin.com/company/rest-n-roam | https://restnroamdubai.ae/
ORL-DXB-091,rgp.ae,RGP Properties,"Dubai, UAE",YES,,Dubai holiday-home management operator,Official site proves third-party Dubai holiday-home management and public managed-property examples; complementary ORL review fit is plausible.,https://rgp.ae/holiday-home-rentals/,Unknown / unverified,,,https://rgp.ae/,info@rgp.ae,Official contact route: +971 4 393 8022; https://rgp.ae/holiday-home-rentals/,RGP publicly names Dubai Marina and Palm Jumeirah managed holiday-home examples.,"Hi RGP team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site describes holiday-home management across Dubai, including Dubai Marina and Palm Jumeirah. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://rgp.ae/holiday-home-rentals/ | https://rgp.ae/
ORL-DXB-092,rhemholidayhomes.com,Rhem Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Public Dubai STR operator with a visible small catalogue; a free one-listing or complementary review is plausible without presuming missing capability.,https://rhemholidayhomes.com/search-holiday-homes/,Unknown / unverified,,,https://rhemholidayhomes.com/,info@rhemholidayhomes.com,Official contact route: info@rhemholidayhomes.com; +971 52 564 5819; https://rhemholidayhomes.com/,"The official catalogue publicly shows named Dubai Marina, JLT and JVT homes.","Hi Rhem team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public catalogue shows Dubai homes across Dubai Marina, JLT and JVT. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://rhemholidayhomes.com/ | https://rhemholidayhomes.com/search-holiday-homes/ | https://rhemholidayhomes.com/area/dubai-marina/ | https://rhemholidayhomes.com/landlord-services/
ORL-DXB-093,stayeverluxe.com,Everluxe Holiday Homes Rental,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Established operator with visible Dubai STR inventory; a free one-listing review could be complementary or second-opinion support without presuming missing capability.,https://stayeverluxe.com/holiday-homes-dubai-about-us,Unknown / unverified,https://www.linkedin.com/company/everluxe-holiday-homes,,https://stayeverluxe.com/,info@everluxe.ae,Official public booking/site route: https://stayeverluxe.com/ ; official LinkedIn company profile: https://www.linkedin.com/company/everluxe-holiday-homes ; published email info@everluxe.ae in the Everluxe Group public company material.,Official site presents a Dubai short-stay catalogue including apartments and villas in Palm Jumeirah and Dubai Marina.,"Hi Everluxe team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents furnished Dubai holiday homes across apartments and villas. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://stayeverluxe.com/holiday-homes-dubai-about-us | https://stayeverluxe.com/holiday-homes-dubai-services | https://www.linkedin.com/company/everluxe-holiday-homes | https://stayeverluxe.com/
ORL-DXB-094,theblueground.com,Blueground,"Dubai, UAE",YES,,Dubai furnished short-term-rental and serviced-accommodation operator,Public Dubai furnished short-stay inventory and official contact route support a complementary one-listing review fit without presuming capability gaps.,https://www.theblueground.com/m/furnished-apartments/dubai-are/f/bedrooms-2,Unknown / unverified,,,https://www.theblueground.com/,sales-dxb@theblueground.com,https://www.theblueground.com/contact; sales-dxb@theblueground.com,"Current catalogue spans Business Bay, Dubai Marina, Downtown Dubai, Palm Jumeirah and other Dubai communities.","Hi Blueground team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your current Dubai furnished-apartment catalogue across communities including Business Bay and Dubai Marina. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.theblueground.com/furnished-apartments-dubai-uae | https://www.theblueground.com/m/furnished-apartments/dubai-are/f/bedrooms-2 | https://www.theblueground.com/contact | https://www.theblueground.com/
ORL-DXB-095,tltvacationhomes.com,TLT Vacation Homes LLC,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Official Dubai operator with explicit holiday-home management; complementary one-listing review is plausible.,https://www.tltvacationhomes.com/,Unknown / unverified,,,https://www.tltvacationhomes.com/,,"https://www.tltvacationhomes.com/; Jabal Ali, First Street, Ibn Battuta Gate Office 903/A, Dubai",TLT publicly describes holiday rentals and end-to-end holiday-home management in Dubai.,"Hi TLT team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site describes Dubai holiday rentals and end-to-end holiday-home management. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.tltvacationhomes.com/
ORL-DXB-096,tmbholidayhomes.com,TMB Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and vacation-rental operator,Boutique Dubai holiday-home operator with named current accommodation inventory and direct contact; free one-listing review fit is plausible.,https://tmbholidayhomes.com/,Unknown / unverified,,,https://tmbholidayhomes.com/,tmbholidayhomes@gmail.com,https://tmbholidayhomes.com/; tmbholidayhomes@gmail.com; +971 55 354 3305,TMB publicly presents fully furnished Dubai holiday homes with multiple named room and suite formats.,"Hi TMB team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents fully furnished Dubai holiday homes for leisure and business stays, including named room and suite formats. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://tmbholidayhomes.com/ | https://tmbholidayhomes.com/about
ORL-DXB-097,wyzrent.com,WYZ Rent,"Dubai, UAE",YES,,Dubai boutique holiday-home and short-term-rental operator,Plausible complementary or overflow review fit; internal revenue systems and appetite remain unknown.,https://wyzrent.com/,Unknown / unverified,,,https://wyzrent.com/,info@wyzrent.com,https://wyzrent.com/; info@wyzrent.com; +971 52 157 5554,WYZ Rent publicly presents a Dubai holiday-home operation with live availability and a stated 125+ managed homes (self-reported).,"Hi WYZ Rent team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://wyzrent.com/
ORL-DXB-098,yado.ae,YADO Vacation Homes,"Dubai, UAE",YES,,Dubai vacation-home operator,"Plausible complementary free one-listing review fit; current portfolio size, RM capability and appetite remain unknown.",https://www.yado.ae/,Unknown / unverified,,,https://www.yado.ae/,contact@yado.ae,https://www.yado.ae/about; contact@yado.ae,YADO publicly positions premium vacation homes in Dubai and property-management services.,"Hi YADO Vacation Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.yado.ae/ | https://www.yado.ae/about
ORL-DXB-099,ygiholidayhomes.com,YGI Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,"Plausible complementary free one-listing review fit; portfolio figure, RM stack and appetite remain unknown beyond the site claim.",https://ygiholidayhomes.com/,Unknown / unverified,,,https://ygiholidayhomes.com/,,https://ygiholidayhomes.com/contact,YGI publicly presents professionally managed short-term inventory across multiple Dubai communities.,"Hi YGI Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://ygiholidayhomes.com/ | https://ygiholidayhomes.com/contact
ORL-DXB-100,yogiholidayhomes.com,Yogi Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and serviced-apartment operator,"Plausible complementary free one-listing review fit; exact portfolio, RM stack and appetite remain unknown.",https://yogiholidayhomes.com/about,Unknown / unverified,,,https://yogiholidayhomes.com/,,https://yogiholidayhomes.com/about; official booking/contact route on site,Yogi publicly states DTCM-licensed Dubai short-term operation with inventory in JBR and Downtown.,"Hi Yogi Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://yogiholidayhomes.com/about | https://yogiholidayhomes.com/
ORL-DXB-101,youscoholidayhomes.com,Yousco Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home villa operator,"Plausible boutique free one-listing review fit; exact Dubai unit count, RM capability and appetite remain unknown.",https://youscoholidayhomes.com/,Unknown / unverified,,,https://youscoholidayhomes.com/,myalali@youscorealestate.com,https://youscoholidayhomes.com/about-us; myalali@youscorealestate.com; +971 58 612 2335,Yousco publicly shows a named holiday-home villa collection and a Dubai–Al Quoz business route.,"Hi Yousco Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://youscoholidayhomes.com/ | https://youscoholidayhomes.com/about-us
ORL-DXB-102,zapbed.com,Zapbed Vacation Homes Rental LLC,"Dubai, UAE",YES,,Dubai vacation-home and short-term-rental operator,Plausible complementary or overflow review fit; published scale and internal RM capability are self-reported/unknown.,https://zapbed.com/,Unknown / unverified,,,https://zapbed.com/,info@zapbed.com,https://zapbed.com/; info@zapbed.com; +971 52 263 5387,Zapbed publicly offers fully managed Dubai vacation homes and multi-channel short-term-rental operations.,"Hi Zapbed Vacation Homes Rental LLC team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your Dubai holiday-home operation and public accommodation inventory, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://zapbed.com/
