Segment,Priority,Name / Search,Company / Parent,Category / Area,LinkedIn URL,Website,Status,Confidence,Notes
Holiday Home Operator,A,Amsterdam Group Stay,,Small non-Dubai operator,https://www.linkedin.com/search/results/companies/?keywords=Amsterdam%20Group%20Stay%20holiday%20homes%20Dubai%20UAE,https://amsterdamgroupstay.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Jupiter Residences,,Small non-Dubai operator,https://www.linkedin.com/search/results/companies/?keywords=Jupiter%20Residences%20holiday%20homes%20Dubai%20UAE,https://www.jupiter-residences.com/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Elite Royal Apartments,,Medium operator,https://www.linkedin.com/search/results/companies/?keywords=Elite%20Royal%20Apartments%20holiday%20homes%20Dubai%20UAE,https://www.eliteroyalapartments.com/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Mint Stay,,Medium operator,https://www.linkedin.com/search/results/companies/?keywords=Mint%20Stay%20holiday%20homes%20Dubai%20UAE,https://themintstay.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Zzzing,,Medium operator,https://www.linkedin.com/search/results/companies/?keywords=Zzzing%20holiday%20homes%20Dubai%20UAE,https://zzzing.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,CleanBnB,,Large operator/platform,https://www.linkedin.com/search/results/companies/?keywords=CleanBnB%20holiday%20homes%20Dubai%20UAE,https://cleanbnb.ae,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,First Class Holiday Homes,,Large operator,https://www.linkedin.com/search/results/companies/?keywords=First%20Class%20Holiday%20Homes%20holiday%20homes%20Dubai%20UAE,https://firstclass-dxb.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,GuestReady,,Large operator,https://www.linkedin.com/search/results/companies/?keywords=GuestReady%20holiday%20homes%20Dubai%20UAE,https://www.guestready.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,VayK,,Large operator,https://www.linkedin.com/search/results/companies/?keywords=VayK%20holiday%20homes%20Dubai%20UAE,https://vayk.ae,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Agoda,,Non-operator/platform,https://www.linkedin.com/search/results/companies/?keywords=Agoda%20holiday%20homes%20Dubai%20UAE,https://www.agoda.com/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Dream Realty,,Non-operator/unclear,https://www.linkedin.com/search/results/companies/?keywords=Dream%20Realty%20holiday%20homes%20Dubai%20UAE,https://dreamrealty.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Extent Team,,Non-operator,https://www.linkedin.com/search/results/companies/?keywords=Extent%20Team%20holiday%20homes%20Dubai%20UAE,unknown,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Farwell & Gervase,,Non-operator/unclear,https://www.linkedin.com/search/results/companies/?keywords=Farwell%20%26%20Gervase%20holiday%20homes%20Dubai%20UAE,https://farwellandgervase.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Gulf Target Holdings,,Non-operator/unclear,https://www.linkedin.com/search/results/companies/?keywords=Gulf%20Target%20Holdings%20holiday%20homes%20Dubai%20UAE,https://www.gulftarget.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,OMNIYAT,,Non-operator,https://www.linkedin.com/search/results/companies/?keywords=OMNIYAT%20holiday%20homes%20Dubai%20UAE,https://www.omniyat.com/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,A,Short-Term Rental Club,,Non-operator/source,https://www.linkedin.com/search/results/companies/?keywords=Short-Term%20Rental%20Club%20holiday%20homes%20Dubai%20UAE,https://strclub.ae,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Smith & Adams,,Non-operator/large real-estate manager,https://www.linkedin.com/search/results/companies/?keywords=Smith%20%26%20Adams%20holiday%20homes%20Dubai%20UAE,https://www.smithandadams.com/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Strategic Hospitality Services,,Non-operator,https://www.linkedin.com/search/results/companies/?keywords=Strategic%20Hospitality%20Services%20holiday%20homes%20Dubai%20UAE,https://www.shs.agency/,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Strategy Cues,,Non-operator/competitor-adjacent,https://www.linkedin.com/search/results/companies/?keywords=Strategy%20Cues%20holiday%20homes%20Dubai%20UAE,https://strategycues.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Dreamcation Realty,,Unknown / needs enrichment,https://www.linkedin.com/search/results/companies/?keywords=Dreamcation%20Realty%20holiday%20homes%20Dubai%20UAE,https://dreamcationrealty.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Eco Holiday Homes,,Unknown / needs enrichment,https://www.linkedin.com/search/results/companies/?keywords=Eco%20Holiday%20Homes%20holiday%20homes%20Dubai%20UAE,https://ecoholidayhomes.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Lutton Stay,,Unknown / needs enrichment,https://www.linkedin.com/search/results/companies/?keywords=Lutton%20Stay%20holiday%20homes%20Dubai%20UAE,https://luttonstay.com,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Royal Holiday,,Unknown / needs enrichment,https://www.linkedin.com/search/results/companies/?keywords=Royal%20Holiday%20holiday%20homes%20Dubai%20UAE,http://royalholiday.ae,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Unknown personal contact,,Unknown / needs enrichment,https://www.linkedin.com/search/results/companies/?keywords=Unknown%20personal%20contact%20holiday%20homes%20Dubai%20UAE,,"Named from existing STR operator workbook, LinkedIn search route",Existing CRM,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Frank Porter,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Frank%20Porter%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Deluxe Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Deluxe%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,bnbme Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=bnbme%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Maison Privee,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Maison%20Privee%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Dream Inn Dubai,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Dream%20Inn%20Dubai%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Silkhaus,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Silkhaus%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Blueground Dubai,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Blueground%20Dubai%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Kennedy Towers,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Kennedy%20Towers%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Keysplease Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Keysplease%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,HiGuests,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=HiGuests%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Staycae Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Staycae%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Vacationer Dubai,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Vacationer%20Dubai%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Nasma Luxury Stays,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Nasma%20Luxury%20Stays%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Maison Privee Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Maison%20Privee%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Luxe Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Luxe%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Stella Stays,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Stella%20Stays%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,AirDXB,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=AirDXB%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Ahlan Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Ahlan%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Trinity Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Trinity%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Bespoke Residences,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Bespoke%20Residences%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Fantastay,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Fantastay%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Maison De Luxe Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Maison%20De%20Luxe%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,One Perfect Stay,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=One%20Perfect%20Stay%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,OYO Vacation Homes UAE,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=OYO%20Vacation%20Homes%20UAE%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Kennedy Property,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Kennedy%20Property%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Elite Royal Apartment,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Elite%20Royal%20Apartment%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,GuestReady Dubai,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=GuestReady%20Dubai%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Staycae,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Staycae%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Stay Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Stay%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Yanjoon Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Yanjoon%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Qstay,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Qstay%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,B,Westminster Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Westminster%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Dream Inn Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Dream%20Inn%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Key View,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Key%20View%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,SuperHost Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=SuperHost%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Cloud Nine Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Cloud%20Nine%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Happy Stay Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Happy%20Stay%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Hometown Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Hometown%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Like Home Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Like%20Home%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Elite LUX Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Elite%20LUX%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Iconic Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Iconic%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Primestay,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Primestay%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,SmartStay Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=SmartStay%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Royal Holiday Homes Dubai,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Royal%20Holiday%20Homes%20Dubai%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Rove Travel Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Rove%20Travel%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Golden Stay Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Golden%20Stay%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Arabian Holidays,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Arabian%20Holidays%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Dubai Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Dubai%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Signature Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Signature%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Luxury Explorers,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Luxury%20Explorers%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Two Continents Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Two%20Continents%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Fäm Living,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=F%C3%A4m%20Living%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Harmony Vacation Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Harmony%20Vacation%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Mira Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Mira%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,EasyGo Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=EasyGo%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Manzil Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Manzil%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Driven Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Driven%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Emaar Hospitality short stay,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Emaar%20Hospitality%20short%20stay%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Aliving Luxury Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Aliving%20Luxury%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,Nexus Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=Nexus%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,DHH Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=DHH%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
Holiday Home Operator,C,KeyHost Holiday Homes,,Holiday-home operator,https://www.linkedin.com/search/results/companies/?keywords=KeyHost%20Holiday%20Homes%20Dubai%20UAE,,"Named seed, LinkedIn company search route",Route,Research only. No outreach sent. Confirm profile before external message.
